"iso2c","country","year","PRI","DEP","EMI","CON","GDP","OILp","OILs","REN","COA","iso3c","region","capital","longitude","latitude","income","lending"
"AG","Antigua and Barbuda",2016,44.5,2.61226378821593,0.423665710960014,8906.25709807108,19918.7906300797,1.34480392156863,26.9468480932919,9.6333309156024,4.65334720730921,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"AG","Antigua and Barbuda",2017,44.2,2.61226378821593,0.423665710960014,8906.25709807108,19840.0761229321,1.34480392156863,26.9468480932919,9.6333309156024,4.65334720730921,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"AG","Antigua and Barbuda",2015,50.7,2.61226378821593,0.438136416914069,8906.25709807108,18912.3174809176,1.34480392156863,26.9468480932919,9.6333309156024,4.65334720730921,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"AG","Antigua and Barbuda",2019,43.7,2.61226378821593,0.423665710960014,8906.25709807108,22816.4522023563,1.34480392156863,26.9468480932919,9.6333309156024,4.65334720730921,"ATG","Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"AL","Albania",2018,9.1,13.7979708979656,0.33686908362851,2309.36650255581,13833.9816028337,1.36,0,0,0,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",2016,10.2,13.7979708979656,0.33686908362851,2309.36650255581,12002.9318987545,1.36,0,0,0,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",2015,9.5,13.7979708979656,0.354225437151182,2309.36650255581,11661.9768725943,1.36,0,0,0,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",2017,9.6,13.7979708979656,0.33686908362851,2309.36650255581,13037.0100155002,1.36,0,0,0,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AL","Albania",2019,8.7,13.7979708979656,0.33686908362851,2309.36650255581,14495.0785140737,1.36,0,0,0,"ALB","Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"AM","Armenia",2018,8,71.3413045219602,0.448252703733608,1961.61039526467,13014.9920304791,0.77,0,0.0512886267470189,0,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"AM","Armenia",2019,7.6,71.3413045219602,0.448252703733608,1961.61039526467,14219.6277088197,0.77,0,0.0512886267470189,0,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"AM","Armenia",2016,8.3,71.3413045219602,0.448252703733608,1961.61039526467,10704.2334081494,0.77,0,0.0512886267470189,0,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"AM","Armenia",2017,9.1,71.3413045219602,0.448252703733608,1961.61039526467,12115.0570089389,0.77,0,0.0512886267470189,0,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"AM","Armenia",2015,8,71.3413045219602,0.418481837819921,1961.61039526467,9969.68530070721,0.77,0,0.0512886267470189,0,"ARM","Europe & Central Asia","Yerevan","44.509","40.1596","Upper middle income","IBRD"
"AO","Angola",2019,4.6,-540.997471229649,0.340723838879301,312.228824978484,6929.67815844764,0.97,46.8250716919295,0,0,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",2016,4.6,-540.997471229649,0.340723838879301,312.228824978484,7103.22593805783,0.97,46.8250716919295,0,0,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",2017,8.8,-540.997471229649,0.340723838879301,312.228824978484,7310.90173803536,0.97,46.8250716919295,0,0,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",2018,6,-540.997471229649,0.340723838879301,312.228824978484,7097.11876818067,0.97,46.8250716919295,0,0,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AO","Angola",2015,4.7,-540.997471229649,0.330880302648549,312.228824978484,7337.56955890673,0.97,46.8250716919295,0,0,"AGO","Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"AR","Argentina",2015,9.4,13.0293607429001,0.441326750818304,3074.70207056563,20105.1989918165,1.1,15.4231944645654,1.89849403616245,2.02956738894983,"ARG","Latin America & Caribbean","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",2017,8.8,13.0293607429001,0.451105414951123,3074.70207056563,23562.9188342608,1.1,15.4231944645654,1.89849403616245,2.02956738894983,"ARG","Latin America & Caribbean","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",2018,10.6,13.0293607429001,0.451105414951123,3074.70207056563,23282.6370416077,1.1,15.4231944645654,1.89849403616245,2.02956738894983,"ARG","Latin America & Caribbean","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",2019,15.5,13.0293607429001,0.451105414951123,3074.70207056563,22947.1397952874,1.1,15.4231944645654,1.89849403616245,2.02956738894983,"ARG","Latin America & Caribbean","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AR","Argentina",2016,7,13.0293607429001,0.451105414951123,3074.70207056563,20307.870052142,1.1,15.4231944645654,1.89849403616245,2.02956738894983,"ARG","Latin America & Caribbean","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD"
"AT","Austria",2015,11.6,63.5448534935955,0.148329848360643,8355.84195182134,49879.2664728545,1.2,1.39403850201577,16.493693635348,8.22660816346356,"AUT","Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified"
"AT","Austria",2019,9.8,63.5448534935955,0.145738599278912,8355.84195182134,59110.5625590813,1.2,1.39403850201577,16.493693635348,8.22660816346356,"AUT","Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified"
"AT","Austria",2018,8.9,63.5448534935955,0.145738599278912,8355.84195182134,56871.2113998202,1.2,1.39403850201577,16.493693635348,8.22660816346356,"AUT","Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified"
"AT","Austria",2017,9.5,63.5448534935955,0.145738599278912,8355.84195182134,54637.0012845153,1.2,1.39403850201577,16.493693635348,8.22660816346356,"AUT","Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified"
"AT","Austria",2016,11.3,63.5448534935955,0.145738599278912,8355.84195182134,52633.2542884635,1.2,1.39403850201577,16.493693635348,8.22660816346356,"AUT","Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified"
"AU","Australia",2015,22.2,-190.190947582154,0.278500610457426,10071.3989785006,46276.1506853863,0.93,2.6950641361049,8.34165754966783,62.8716168006469,"AUS","East Asia & Pacific","Canberra","149.129","-35.282","High income","Not classified"
"AU","Australia",2018,17.2,-190.190947582154,0.278837022797697,10071.3989785006,51036.4058896921,0.93,2.6950641361049,8.34165754966783,62.8716168006469,"AUS","East Asia & Pacific","Canberra","149.129","-35.282","High income","Not classified"
"AU","Australia",2017,19.3,-190.190947582154,0.278837022797697,10071.3989785006,48905.4171954152,0.93,2.6950641361049,8.34165754966783,62.8716168006469,"AUS","East Asia & Pacific","Canberra","149.129","-35.282","High income","Not classified"
"AU","Australia",2016,21.4,-190.190947582154,0.278837022797697,10071.3989785006,47349.9279542726,0.93,2.6950641361049,8.34165754966783,62.8716168006469,"AUS","East Asia & Pacific","Canberra","149.129","-35.282","High income","Not classified"
"AU","Australia",2019,23.1,-190.190947582154,0.278837022797697,10071.3989785006,53320.2690427848,0.93,2.6950641361049,8.34165754966783,62.8716168006469,"AUS","East Asia & Pacific","Canberra","149.129","-35.282","High income","Not classified"
"AZ","Azerbaijan",2015,7.6,-310.384694389236,0.642577077975263,2202.39391828846,14938.4011276715,0.56,6.50923525599482,0.409105638366818,0,"AZE","Europe & Central Asia","Baku","49.8932","40.3834","Upper middle income","IBRD"
"AZ","Azerbaijan",2016,7.6,-310.384694389236,0.663273136138014,2202.39391828846,14371.0227410092,0.56,6.50923525599482,0.409105638366818,0,"AZE","Europe & Central Asia","Baku","49.8932","40.3834","Upper middle income","IBRD"
"AZ","Azerbaijan",2019,5.4,-310.384694389236,0.663273136138014,2202.39391828846,15000.8164973542,0.56,6.50923525599482,0.409105638366818,0,"AZE","Europe & Central Asia","Baku","49.8932","40.3834","Upper middle income","IBRD"
"AZ","Azerbaijan",2018,6.1,-310.384694389236,0.663273136138014,2202.39391828846,14544.953356988,0.56,6.50923525599482,0.409105638366818,0,"AZE","Europe & Central Asia","Baku","49.8932","40.3834","Upper middle income","IBRD"
"AZ","Azerbaijan",2017,5.9,-310.384694389236,0.663273136138014,2202.39391828846,14121.4069355591,0.56,6.50923525599482,0.409105638366818,0,"AZE","Europe & Central Asia","Baku","49.8932","40.3834","Upper middle income","IBRD"
"BA","Bosnia and Herzegovina",2019,16.2,22.7300892330376,1.15314088896151,3446.76666750907,15791.6747394431,1.05,0.31351973894683,0,63.9772218312112,"BIH","Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD"
"BA","Bosnia and Herzegovina",2018,13.6,22.7300892330376,1.15314088896151,3446.76666750907,14932.3732053358,1.05,0.31351973894683,0,63.9772218312112,"BIH","Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD"
"BA","Bosnia and Herzegovina",2017,11.8,22.7300892330376,1.15314088896151,3446.76666750907,13788.4820641797,1.05,0.31351973894683,0,63.9772218312112,"BIH","Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD"
"BA","Bosnia and Herzegovina",2016,14,22.7300892330376,1.15314088896151,3446.76666750907,12990.0158085512,1.05,0.31351973894683,0,63.9772218312112,"BIH","Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD"
"BA","Bosnia and Herzegovina",2015,13.7,22.7300892330376,1.01094259800325,3446.76666750907,12013.9199391969,1.05,0.31351973894683,0,63.9772218312112,"BIH","Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD"
"BB","Barbados",2019,25.8,2.61226378821593,0.275589245221898,8906.25709807108,16286.9795151271,1.81,26.9468480932919,9.6333309156024,4.65334720730921,"BRB","Latin America & Caribbean","Bridgetown","-59.6105","13.0935","High income","Not classified"
"BB","Barbados",2015,30.9,2.61226378821593,0.277550957176054,8906.25709807108,15510.824290378,1.81,26.9468480932919,9.6333309156024,4.65334720730921,"BRB","Latin America & Caribbean","Bridgetown","-59.6105","13.0935","High income","Not classified"
"BB","Barbados",2018,24.5,2.61226378821593,0.275589245221898,8906.25709807108,16044.7277974563,1.81,26.9468480932919,9.6333309156024,4.65334720730921,"BRB","Latin America & Caribbean","Bridgetown","-59.6105","13.0935","High income","Not classified"
"BB","Barbados",2017,18.2,2.61226378821593,0.275589245221898,8906.25709807108,15788.8205162215,1.81,26.9468480932919,9.6333309156024,4.65334720730921,"BRB","Latin America & Caribbean","Bridgetown","-59.6105","13.0935","High income","Not classified"
"BB","Barbados",2016,22,2.61226378821593,0.275589245221898,8906.25709807108,15952.0703078728,1.81,26.9468480932919,9.6333309156024,4.65334720730921,"BRB","Latin America & Caribbean","Bridgetown","-59.6105","13.0935","High income","Not classified"
"BD","Bangladesh",2018,9.2,16.8417026426245,0.502145598869279,320.204158205446,4546.22741835774,1.12,16.3799969497212,0.267746691294843,1.6895155140567,"BGD","South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"BD","Bangladesh",2019,9.2,16.8417026426245,0.502145598869279,320.204158205446,4950.74358140884,1.12,16.3799969497212,0.267746691294843,1.6895155140567,"BGD","South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"BD","Bangladesh",2017,9.3,16.8417026426245,0.502145598869279,320.204158205446,4161.09013459284,1.12,16.3799969497212,0.267746691294843,1.6895155140567,"BGD","South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"BD","Bangladesh",2015,9.3,16.8417026426245,0.517614416740868,320.204158205446,3555.50551000354,1.12,16.3799969497212,0.267746691294843,1.6895155140567,"BGD","South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"BD","Bangladesh",2016,9,16.8417026426245,0.502145598869279,320.204158205446,3849.11098688433,1.12,16.3799969497212,0.267746691294843,1.6895155140567,"BGD","South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"BE","Belgium",2017,16.9,80.0917919669683,0.186112027797654,7709.12307788247,50725.1863102987,1.43,0.300511876689481,20.3427848392477,6.10801173290389,"BEL","Europe & Central Asia","Brussels","4.36761","50.8371","High income","Not classified"
"BE","Belgium",2019,15.8,80.0917919669683,0.186112027797654,7709.12307788247,54545.1508845001,1.43,0.300511876689481,20.3427848392477,6.10801173290389,"BEL","Europe & Central Asia","Brussels","4.36761","50.8371","High income","Not classified"
"BE","Belgium",2018,16.7,80.0917919669683,0.186112027797654,7709.12307788247,52249.5734616414,1.43,0.300511876689481,20.3427848392477,6.10801173290389,"BEL","Europe & Central Asia","Brussels","4.36761","50.8371","High income","Not classified"
"BE","Belgium",2015,19.5,80.0917919669683,0.193652454613788,7709.12307788247,46213.2665340101,1.43,0.300511876689481,20.3427848392477,6.10801173290389,"BEL","Europe & Central Asia","Brussels","4.36761","50.8371","High income","Not classified"
"BE","Belgium",2016,19.2,80.0917919669683,0.186112027797654,7709.12307788247,48608.9577816505,1.43,0.300511876689481,20.3427848392477,6.10801173290389,"BEL","Europe & Central Asia","Brussels","4.36761","50.8371","High income","Not classified"
"BF","Burkina Faso",2017,26.4,-92.8120001889916,0.245092679844097,306.854834789436,2053.50441763731,0.98,25.3825439192845,3.46893388601574,12.9731760800038,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",2018,24.2,-92.8120001889916,0.245092679844097,306.854834789436,2181.84586508627,0.98,25.3825439192845,3.46893388601574,12.9731760800038,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",2016,28.8,-92.8120001889916,0.245092679844097,306.854834789436,1893.6964347046,0.98,25.3825439192845,3.46893388601574,12.9731760800038,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",2019,22.9,-92.8120001889916,0.245092679844097,306.854834789436,2280.38003653286,0.98,25.3825439192845,3.46893388601574,12.9731760800038,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BF","Burkina Faso",2015,29.4,-92.8120001889916,0.253009520743496,306.854834789436,1713.51937899955,0.98,25.3825439192845,3.46893388601574,12.9731760800038,"BFA","Sub-Saharan Africa","Ouagadougou","-1.53395","12.3605","Low income","IDA"
"BG","Bulgaria",2019,12.4,36.5507777246819,0.73061184212068,4708.92745757231,24561.1826135398,1.11,0.373394608345985,6.37437938533503,46.2065569734521,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2017,9.7,36.5507777246819,0.73061184212068,4708.92745757231,21363.0290871128,1.11,0.373394608345985,6.37437938533503,46.2065569734521,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2018,9,36.5507777246819,0.73061184212068,4708.92745757231,22601.4034869416,1.11,0.373394608345985,6.37437938533503,46.2065569734521,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2016,12.8,36.5507777246819,0.73061184212068,4708.92745757231,19885.7818672588,1.11,0.373394608345985,6.37437938533503,46.2065569734521,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BG","Bulgaria",2015,10,36.5507777246819,0.813540051365944,4708.92745757231,18341.9605852465,1.11,0.373394608345985,6.37437938533503,46.2065569734521,"BGR","Europe & Central Asia","Sofia","23.3238","42.7105","Upper middle income","IBRD"
"BH","Bahrain",2019,4.8,-61.5842547697783,0.995173925671562,19596.9537638231,46891.8598387148,0.43,0.0315966858587277,0,0,"BHR","Middle East & North Africa","Manama","50.5354","26.1921","High income","Not classified"
"BH","Bahrain",2017,5.3,-61.5842547697783,0.995173925671562,19596.9537638231,47642.4482864603,0.43,0.0315966858587277,0,0,"BHR","Middle East & North Africa","Manama","50.5354","26.1921","High income","Not classified"
"BH","Bahrain",2016,4.3,-61.5842547697783,0.995173925671562,19596.9537638231,44790.0878483094,0.43,0.0315966858587277,0,0,"BHR","Middle East & North Africa","Manama","50.5354","26.1921","High income","Not classified"
"BH","Bahrain",2018,5.1,-61.5842547697783,0.995173925671562,19596.9537638231,47333.491198074,0.43,0.0315966858587277,0,0,"BHR","Middle East & North Africa","Manama","50.5354","26.1921","High income","Not classified"
"BH","Bahrain",2015,4.2,-61.5842547697783,1.0687007831355,19596.9537638231,45686.2466432523,0.43,0.0315966858587277,0,0,"BHR","Middle East & North Africa","Manama","50.5354","26.1921","High income","Not classified"
"BI","Burundi",2016,11.3,-92.8120001889916,0.214587991255985,306.854834789436,796.944387318245,1.21,25.3825439192845,3.46893388601574,12.9731760800038,"BDI","Sub-Saharan Africa","Bujumbura","29.3639","-3.3784","Low income","IDA"
"BI","Burundi",2018,11.1,-92.8120001889916,0.214587991255985,306.854834789436,779.493818360614,1.21,25.3825439192845,3.46893388601574,12.9731760800038,"BDI","Sub-Saharan Africa","Bujumbura","29.3639","-3.3784","Low income","IDA"
"BI","Burundi",2017,11.3,-92.8120001889916,0.214587991255985,306.854834789436,773.571858394255,1.21,25.3825439192845,3.46893388601574,12.9731760800038,"BDI","Sub-Saharan Africa","Bujumbura","29.3639","-3.3784","Low income","IDA"
"BI","Burundi",2015,11.7,-92.8120001889916,0.173800342539737,306.854834789436,841.646357215727,1.21,25.3825439192845,3.46893388601574,12.9731760800038,"BDI","Sub-Saharan Africa","Bujumbura","29.3639","-3.3784","Low income","IDA"
"BI","Burundi",2019,15.7,-92.8120001889916,0.214587991255985,306.854834789436,782.816588798388,1.21,25.3825439192845,3.46893388601574,12.9731760800038,"BDI","Sub-Saharan Africa","Bujumbura","29.3639","-3.3784","Low income","IDA"
"BJ","Benin",2019,19.6,46.5907071276267,0.524834654933175,100.225122540037,3423.55172692169,0.72,94.4444444444444,1.46198830409357,0,"BEN","Sub-Saharan Africa","Porto-Novo","2.6323","6.4779","Low income","IDA"
"BJ","Benin",2016,23.1,46.5907071276267,0.524834654933175,100.225122540037,3004.80918688439,0.72,94.4444444444444,1.46198830409357,0,"BEN","Sub-Saharan Africa","Porto-Novo","2.6323","6.4779","Low income","IDA"
"BJ","Benin",2018,20.7,46.5907071276267,0.524834654933175,100.225122540037,3235.36169466976,0.72,94.4444444444444,1.46198830409357,0,"BEN","Sub-Saharan Africa","Porto-Novo","2.6323","6.4779","Low income","IDA"
"BJ","Benin",2017,22.8,46.5907071276267,0.524834654933175,100.225122540037,3044.51388698516,0.72,94.4444444444444,1.46198830409357,0,"BEN","Sub-Saharan Africa","Porto-Novo","2.6323","6.4779","Low income","IDA"
"BJ","Benin",2015,23.2,46.5907071276267,0.50796570786699,100.225122540037,2886.83186680607,0.72,94.4444444444444,1.46198830409357,0,"BEN","Sub-Saharan Africa","Porto-Novo","2.6323","6.4779","Low income","IDA"
"BN","Brunei Darussalam",2018,5.2,-357.394379176148,0.576179709329854,10291.1640460845,61813.8951635958,0.37,1,0.0476190476190476,0,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",2016,5.7,-357.394379176148,0.576179709329854,10291.1640460845,56296.0197678199,0.37,1,0.0476190476190476,0,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",2019,5.2,-357.394379176148,0.576179709329854,10291.1640460845,64673.2985705505,0.37,1,0.0476190476190476,0,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",2015,6,-357.394379176148,0.518617140472132,10291.1640460845,62541.680359491,0.37,1,0.0476190476190476,0,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BN","Brunei Darussalam",2017,5.3,-357.394379176148,0.576179709329854,10291.1640460845,60995.6811141379,0.37,1,0.0476190476190476,0,"BRN","East Asia & Pacific","Bandar Seri Begawan","114.946","4.94199","High income","Not classified"
"BO","Bolivia",2015,14,-177.985836124855,0.782150904251278,742.538399742886,7133.87446082853,0.71,2.25140712945591,2.52110694183865,0,"BOL","Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",2019,17,-177.985836124855,0.807447771188445,742.538399742886,9086.06069605746,0.71,2.25140712945591,2.52110694183865,0,"BOL","Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",2018,18.1,-177.985836124855,0.807447771188445,742.538399742886,8859.77372697949,0.71,2.25140712945591,2.52110694183865,0,"BOL","Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",2016,15.2,-177.985836124855,0.807447771188445,742.538399742886,7499.7788580239,0.71,2.25140712945591,2.52110694183865,0,"BOL","Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BO","Bolivia",2017,17.8,-177.985836124855,0.807447771188445,742.538399742886,8423.69679405991,0.71,2.25140712945591,2.52110694183865,0,"BOL","Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD"
"BR","Brazil",2015,12.3,11.870133377942,0.215795180837773,2619.96061573831,14744.1129133865,1.02,5.04425326483877,12.1184144471265,4.72241133873863,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2017,18.2,11.870133377942,0.20448647718995,2619.96061573831,14519.8491302518,1.02,5.04425326483877,12.1184144471265,4.72241133873863,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2016,15.7,11.870133377942,0.20448647718995,2619.96061573831,14256.1632471211,1.02,5.04425326483877,12.1184144471265,4.72241133873863,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2018,15.4,11.870133377942,0.20448647718995,2619.96061573831,14940.6726059252,1.02,5.04425326483877,12.1184144471265,4.72241133873863,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BR","Brazil",2019,16.3,11.870133377942,0.20448647718995,2619.96061573831,15258.8508327006,1.02,5.04425326483877,12.1184144471265,4.72241133873863,"BRA","Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD"
"BS","Bahamas, The",2016,39.4,2.61226378821593,0.172643146762285,8906.25709807108,34182.6046193957,0.92,26.9468480932919,9.6333309156024,4.65334720730921,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2019,27.6,2.61226378821593,0.172643146762285,8906.25709807108,37265.8121022677,0.92,26.9468480932919,9.6333309156024,4.65334720730921,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2018,27.7,2.61226378821593,0.172643146762285,8906.25709807108,36338.2476758429,0.92,26.9468480932919,9.6333309156024,4.65334720730921,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2017,23.9,2.61226378821593,0.172643146762285,8906.25709807108,35308.4133992786,0.92,26.9468480932919,9.6333309156024,4.65334720730921,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BS","Bahamas, The",2015,39.9,2.61226378821593,0.195846953715652,8906.25709807108,33542.1535883064,0.92,26.9468480932919,9.6333309156024,4.65334720730921,"BHS","Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified"
"BT","Bhutan",2017,5.7,28.4431904688585,0.576374632332334,842.23727185484,11142.3999477275,0.98,16.1515993862578,1.88268443272749,21.3134700261499,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2015,4.6,28.4431904688585,0.5271979257981,842.23727185484,9500.76818875845,0.98,16.1515993862578,1.88268443272749,21.3134700261499,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2018,5.5,28.4431904688585,0.576374632332334,842.23727185484,11613.1624746864,0.98,16.1515993862578,1.88268443272749,21.3134700261499,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BT","Bhutan",2016,5,28.4431904688585,0.576374632332334,842.23727185484,10457.201800922,0.98,16.1515993862578,1.88268443272749,21.3134700261499,"BTN","South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"BW","Botswana",2018,13.2,44.4999646607729,0.376467812022703,1815.55806865223,18050.253744072,0.71,3.60633636670037,0.0337040781934614,96.3599595551062,"BWA","Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD"
